/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0202.cnf: SAT (wall=3.75ms, cpu=0.873ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0203.cnf: SAT (wall=2.97ms, cpu=0.785ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0204.cnf: SAT (wall=2.53ms, cpu=0.694ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0205.cnf: SAT (wall=2.51ms, cpu=0.704ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0206.cnf: SAT (wall=2.27ms, cpu=0.653ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0207.cnf: SAT (wall=2.40ms, cpu=0.750ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0208.cnf: SAT (wall=2.36ms, cpu=0.715ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0209.cnf: SAT (wall=2.32ms, cpu=0.672ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-021.cnf: SAT (wall=2.10ms, cpu=0.662ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0210.cnf: SAT (wall=2.28ms, cpu=0.651ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0211.cnf: SAT (wall=2.21ms, cpu=0.631ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0212.cnf: SAT (wall=2.31ms, cpu=0.675ms)
/Users/evanbehrendt/sandbox/purdue/dpll_sat_solver/satlib_20_91/uf20-0213.cnf: SAT (wall=2.20ms, cpu=0.651ms)
